x,y,z
-59.3,-6.3,90.83851540616247
-59.3,-6.2,80.88095238095238
-59.3,-6.1,97.80350140056022
-59.3,-6.0,98.68132586367881
-59.2,-7.0,121.94305555555556
-59.2,-6.9,113.39701388888889
-59.2,-6.8,127.20097222222222
-59.2,-6.7,127.21902777777778
-59.2,-6.6,114.92458333333333
-59.2,-6.5,115.05791666666667
-59.2,-6.4,116.35472222222222
-59.2,-6.3,113.43902777777778
-59.2,-6.2,111.02319444444444
-59.2,-6.1,103.61590277777778
-59.2,-6.0,92.42555555555556
-59.1,-7.0,94.94425925925925
-59.1,-6.9,89.4636111111111
-59.1,-6.8,83.36034722222222
-59.1,-6.7,91.39416666666666
-59.1,-6.6,85.97666666666667
-59.1,-6.5,91.584375
-59.1,-6.4,89.20847222222223
-59.1,-6.3,85.43409722222222
-59.1,-6.2,81.44298611111111
-59.1,-6.1,78.62666666666667
-59.1,-6.0,86.5862037037037
-59.0,-7.0,85.91524334251606
-59.0,-6.9,92.04028925619835
-59.0,-6.8,97.40495867768595
-59.0,-6.7,102.16012396694215
-59.0,-6.6,100.56239669421488
-59.0,-6.5,102.35826446280991
-59.0,-6.4,104.31735537190083
-59.0,-6.3,111.35743801652893
-59.0,-6.2,115.97617079889807
-59.0,-6.1,104.27369146005509
-59.0,-6.0,110.59256198347107
-58.9,-7.0,92.22703703703704
-58.9,-6.9,111.54326388888889
-58.9,-6.8,110.74291666666667
-58.9,-6.7,137.1988888888889
-58.9,-6.6,145.79020833333334
-58.9,-6.5,136.37423611111112
-58.9,-6.4,136.1617361111111
-58.9,-6.3,135.72666666666666
-58.9,-6.2,136.00201388888888
-58.9,-6.1,140.65256944444445
-58.9,-6.0,134.6800925925926
-58.8,-7.0,100.49851851851852
-58.8,-6.9,116.04368055555555
-58.8,-6.8,162.93833333333333
-58.8,-6.7,152.45506944444443
-58.8,-6.6,157.30534722222222
-58.8,-6.5,152.4673611111111
-58.8,-6.4,149.20472222222222
-58.8,-6.3,149.0832638888889
-58.8,-6.2,128.88881944444444
-58.8,-6.1,116.82
-58.8,-6.0,118.24314814814815
-58.7,-7.0,162.27273576097105
-58.7,-6.9,186.51799719887956
-58.7,-6.8,150.9546918767507
-58.7,-6.7,133.88032212885153
-58.7,-6.6,139.48319327731093
-58.7,-6.5,158.4638655462185
-58.7,-6.4,160.72745098039215
-58.7,-6.3,144.68494397759105
-58.7,-6.2,152.0684173669468
-58.7,-6.1,132.65714285714284
-58.7,-6.0,135.9486461251167
-58.6,-7.0,219.39537037037036
-58.6,-6.9,221.2579861111111
-58.6,-6.8,163.89263888888888
-58.6,-6.7,146.42055555555555
-58.6,-6.6,122.66902777777777
-58.6,-6.5,136.86131944444443
-58.6,-6.4,167.28972222222222
-58.6,-6.3,187.92319444444445
-58.6,-6.2,171.09368055555555
-58.6,-6.1,154.84756944444445
-58.6,-6.0,131.98324074074074
-58.5,-7.0,176.18753086419753
-58.5,-6.9,174.74527777777777
-58.5,-6.8,140.1562962962963
-58.5,-6.7,123.90842592592593
-58.5,-6.6,118.32388888888889
-58.5,-6.5,166.54787037037036
-58.5,-6.4,200.39268518518517
-58.5,-6.3,205.66064814814814
-58.5,-6.2,177.70194444444445
-58.5,-6.1,159.16351851851852
-58.5,-6.0,136.64543209876544
-61.5,-7.0,73.18791208791208
-61.5,-6.9,69.16456043956045
-61.5,-6.8,70.76172161172161
-61.5,-6.7,69.97967032967033
-61.5,-6.6,67.81080586080586
-61.5,-6.5,69.84075091575092
-61.5,-6.4,69.2408424908425
-61.5,-6.3,68.17087912087912
-61.5,-6.2,69.8753663003663
-61.5,-6.1,71.1930402930403
-61.5,-6.0,66.47899877899877
-61.4,-7.0,80.26796296296297
-61.4,-6.9,76.490625
-61.4,-6.8,71.19659722222222
-61.4,-6.7,69.65798611111111
-61.4,-6.6,69.1848611111111
-61.4,-6.5,67.2298611111111
-61.4,-6.4,65.47791666666667
-61.4,-6.3,69.6986111111111
-61.4,-6.2,71.425625
-61.4,-6.1,66.14729166666666
-61.4,-6.0,63.78601851851852
-61.3,-7.0,109.34649859943977
-61.3,-6.9,89.05518207282913
-61.3,-6.8,74.54537815126051
-61.3,-6.7,72.04950980392157
-61.3,-6.6,68.49551820728291
-61.3,-6.5,71.15434173669468
-61.3,-6.4,70.93949579831933
-61.3,-6.3,69.83949579831933
-61.3,-6.2,66.3859243697479
-61.3,-6.1,64.24383753501401
-61.3,-6.0,61.403361344537814
-61.2,-7.0,83.23722222222223
-61.2,-6.9,86.71881944444445
-61.2,-6.8,78.08131944444445
-61.2,-6.7,69.1504861111111
-61.2,-6.6,72.92847222222223
-61.2,-6.5,67.82458333333334
-61.2,-6.4,66.08131944444445
-61.2,-6.3,63.87298611111111
-61.2,-6.2,66.48618055555555
-61.2,-6.1,66.64291666666666
-61.2,-6.0,65.53898148148149
-61.1,-7.0,75.97453703703704
-61.1,-6.9,78.90326388888889
-61.1,-6.8,74.73638888888888
-61.1,-6.7,69.19958333333334
-61.1,-6.6,68.38381944444444
-61.1,-6.5,66.290625
-61.1,-6.4,66.61868055555556
-61.1,-6.3,64.54076388888889
-61.1,-6.2,62.67388888888889
-61.1,-6.1,62.21756944444444
-61.1,-6.0,62.04333333333334
-61.0,-7.0,81.80459136822773
-61.0,-6.9,74.64476584022039
-61.0,-6.8,70.87789256198347
-61.0,-6.7,71.78739669421488
-61.0,-6.6,72.72424242424242
-61.0,-6.5,68.88560606060607
-61.0,-6.4,64.50750688705234
-61.0,-6.3,62.811501377410465
-61.0,-6.2,59.6271349862259
-61.0,-6.1,59.96501377410468
-61.0,-6.0,60.005417814508725
-60.9,-7.0,74.41805555555555
-60.9,-6.9,81.13326388888889
-60.9,-6.8,93.22875
-60.9,-6.7,87.84208333333333
-60.9,-6.6,78.06368055555555
-60.9,-6.5,63.88013888888889
-60.9,-6.4,63.90611111111111
-60.9,-6.3,65.28868055555556
-60.9,-6.2,60.795625
-60.9,-6.1,60.69354166666667
-60.9,-6.0,58.54037037037037
-60.8,-7.0,98.19518518518518
-60.8,-6.9,99.54354166666667
-60.8,-6.8,83.71055555555556
-60.8,-6.7,81.3386111111111
-60.8,-6.6,85.18083333333334
-60.8,-6.5,78.6042361111111
-60.8,-6.4,62.8875
-60.8,-6.3,59.98652777777778
-60.8,-6.2,64.676875
-60.8,-6.1,58.69965277777778
-60.8,-6.0,56.79833333333333
-60.7,-7.0,73.28160597572362
-60.7,-6.9,88.29033613445378
-60.7,-6.8,80.2781512605042
-60.7,-6.7,69.1547619047619
-60.7,-6.6,79.675
-60.7,-6.5,67.66323529411764
-60.7,-6.4,69.70735294117647
-60.7,-6.3,59.969887955182074
-60.7,-6.2,57.57373949579832
-60.7,-6.1,57.646498599439774
-60.7,-6.0,55.84715219421102
-60.6,-7.0,74.17324074074074
-60.6,-6.9,79.67409722222222
-60.6,-6.8,77.23333333333333
-60.6,-6.7,71.06354166666667
-60.6,-6.6,70.19284722222223
-60.6,-6.5,64.13590277777777
-60.6,-6.4,61.69923611111111
-60.6,-6.3,63.612291666666664
-60.6,-6.2,65.58479166666666
-60.6,-6.1,62.29611111111111
-60.6,-6.0,58.452592592592595
-60.5,-7.0,82.53911845730028
-60.5,-6.9,67.09476584022039
-60.5,-6.8,62.02878787878788
-60.5,-6.7,68.01797520661157
-60.5,-6.6,61.64848484848485
-60.5,-6.5,65.72947658402204
-60.5,-6.4,65.5435261707989
-60.5,-6.3,65.05592286501377
-60.5,-6.2,61.97231404958678
-60.5,-6.1,59.53381542699724
-60.5,-6.0,59.04848484848485
-60.4,-7.0,113.21157407407408
-60.4,-6.9,89.00083333333333
-60.4,-6.8,67.28902777777778
-60.4,-6.7,60.59152777777778
-60.4,-6.6,60.775486111111114
-60.4,-6.5,56.21013888888889
-60.4,-6.4,59.6375
-60.4,-6.3,60.31138888888889
-60.4,-6.2,61.854930555555555
-60.4,-6.1,62.75770833333333
-60.4,-6.0,62.508148148148145
-60.3,-7.0,112.32838468720821
-60.3,-6.9,126.09257703081232
-60.3,-6.8,86.22436974789916
-60.3,-6.7,81.93214285714286
-60.3,-6.6,80.4328431372549
-60.3,-6.5,84.93823529411765
-60.3,-6.4,79.89810924369748
-60.3,-6.3,76.7109243697479
-60.3,-6.2,53.338655462184875
-60.3,-6.1,59.86267507002801
-60.3,-6.0,58.051447245564894
-60.2,-7.0,88.96814814814815
-60.2,-6.9,111.11090277777778
-60.2,-6.8,119.86423611111111
-60.2,-6.7,114.46826388888888
-60.2,-6.6,111.09854166666666
-60.2,-6.5,112.18923611111111
-60.2,-6.4,93.14819444444444
-60.2,-6.3,76.848125
-60.2,-6.2,54.55444444444444
-60.2,-6.1,43.58555555555556
-60.2,-6.0,48.17351851851852
-60.1,-7.0,105.81203703703704
-60.1,-6.9,108.01319444444445
-60.1,-6.8,85.48347222222222
-60.1,-6.7,84.946875
-60.1,-6.6,81.10159722222222
-60.1,-6.5,75.13625
-60.1,-6.4,72.42951388888889
-60.1,-6.3,57.90208333333333
-60.1,-6.2,59.22138888888889
-60.1,-6.1,65.91743055555555
-60.1,-6.0,65.14277777777778
-60.0,-7.0,129.8798765432099
-60.0,-6.9,136.27509259259259
-60.0,-6.8,93.72305555555556
-60.0,-6.7,96.63907407407407
-60.0,-6.6,102.74055555555556
-60.0,-6.5,89.90101851851851
-60.0,-6.4,95.30324074074075
-60.0,-6.3,81.80935185185186
-60.0,-6.2,68.75740740740741
-60.0,-6.1,51.48361111111111
-60.0,-6.0,45.80481481481481
-63.0,-7.0,66.74725274725274
-63.0,-6.9,66.39478021978022
-63.0,-6.8,61.08690476190476
-63.0,-6.7,62.42362637362638
-63.0,-6.6,76.61611721611722
-63.0,-6.5,75.60869963369963
-63.0,-6.4,76.13379120879121
-63.0,-6.3,75.50558608058608
-63.0,-6.2,72.83763736263737
-63.0,-6.1,72.8742673992674
-63.0,-6.0,73.01733821733822
-62.9,-7.0,64.06768518518518
-62.9,-6.9,65.01576388888888
-62.9,-6.8,61.258541666666666
-62.9,-6.7,61.27159722222222
-62.9,-6.6,66.86173611111111
-62.9,-6.5,72.52229166666666
-62.9,-6.4,69.43951388888888
-62.9,-6.3,75.52194444444444
-62.9,-6.2,71.72631944444444
-62.9,-6.1,72.44756944444444
-62.9,-6.0,70.20685185185185
-62.8,-7.0,54.72962962962963
-62.8,-6.9,59.14173611111111
-62.8,-6.8,56.32826388888889
-62.8,-6.7,61.12861111111111
-62.8,-6.6,61.89222222222222
-62.8,-6.5,57.76138888888889
-62.8,-6.4,61.21423611111111
-62.8,-6.3,72.78729166666666
-62.8,-6.2,71.85618055555555
-62.8,-6.1,69.85534722222222
-62.8,-6.0,72.67972222222222
-62.7,-7.0,50.103548085901025
-62.7,-6.9,50.03333333333333
-62.7,-6.8,46.5187675070028
-62.7,-6.7,55.63186274509804
-62.7,-6.6,59.69159663865546
-62.7,-6.5,55.48816526610644
-62.7,-6.4,59.561344537815124
-62.7,-6.3,70.64971988795519
-62.7,-6.2,70.17836134453782
-62.7,-6.1,67.83389355742297
-62.7,-6.0,70.5703081232493
-62.6,-7.0,42.41814814814815
-62.6,-6.9,45.888958333333335
-62.6,-6.8,49.045625
-62.6,-6.7,55.265972222222224
-62.6,-6.6,57.898472222222225
-62.6,-6.5,53.85381944444445
-62.6,-6.4,51.742222222222225
-62.6,-6.3,65.09097222222222
-62.6,-6.2,69.93847222222222
-62.6,-6.1,66.2688888888889
-62.6,-6.0,63.87129629629629
-62.5,-7.0,45.82277318640955
-62.5,-6.9,44.967217630853995
-62.5,-6.8,47.525
-62.5,-6.7,49.557575757575755
-62.5,-6.6,51.5629476584022
-62.5,-6.5,54.94228650137741
-62.5,-6.4,52.46845730027548
-62.5,-6.3,70.25695592286502
-62.5,-6.2,70.01108815426997
-62.5,-6.1,68.23822314049586
-62.5,-6.0,69.23397612488522
-62.4,-7.0,60.51490740740741
-62.4,-6.9,61.979930555555555
-62.4,-6.8,51.64402777777778
-62.4,-6.7,49.31298611111111
-62.4,-6.6,49.077083333333334
-62.4,-6.5,44.683194444444446
-62.4,-6.4,45.54944444444445
-62.4,-6.3,58.899097222222224
-62.4,-6.2,69.99291666666667
-62.4,-6.1,70.80909722222222
-62.4,-6.0,65.79851851851852
-62.3,-7.0,64.52726423902895
-62.3,-6.9,67.88613445378151
-62.3,-6.8,68.38543417366947
-62.3,-6.7,57.805952380952384
-62.3,-6.6,52.884663865546216
-62.3,-6.5,44.56981792717087
-62.3,-6.4,43.608613445378154
-62.3,-6.3,51.20196078431373
-62.3,-6.2,66.87121848739496
-62.3,-6.1,64.93473389355742
-62.3,-6.0,62.5859010270775
-62.2,-7.0,68.17518518518519
-62.2,-6.9,64.21770833333333
-62.2,-6.8,62.561458333333334
-62.2,-6.7,64.16770833333334
-62.2,-6.6,65.85819444444445
-62.2,-6.5,64.45354166666667
-62.2,-6.4,51.637708333333336
-62.2,-6.3,45.03638888888889
-62.2,-6.2,46.465833333333336
-62.2,-6.1,62.68465277777778
-62.2,-6.0,59.177592592592596
-62.1,-7.0,67.67277777777778
-62.1,-6.9,65.22256944444445
-62.1,-6.8,63.44243055555555
-62.1,-6.7,59.75819444444444
-62.1,-6.6,60.32513888888889
-62.1,-6.5,63.61236111111111
-62.1,-6.4,62.17104166666667
-62.1,-6.3,48.865625
-62.1,-6.2,54.42180555555556
-62.1,-6.1,59.138333333333335
-62.1,-6.0,58.96527777777778
-62.0,-7.0,62.04977043158861
-62.0,-6.9,64.58629476584022
-62.0,-6.8,62.19318181818182
-62.0,-6.7,67.43409090909091
-62.0,-6.6,69.31088154269972
-62.0,-6.5,64.43340220385674
-62.0,-6.4,58.555234159779616
-62.0,-6.3,43.129476584022036
-62.0,-6.2,55.81969696969697
-62.0,-6.1,58.40881542699724
-62.0,-6.0,60.966850321395775
-61.9,-7.0,71.04703703703704
-61.9,-6.9,67.95076388888889
-61.9,-6.8,67.9120138888889
-61.9,-6.7,64.35513888888889
-61.9,-6.6,69.80625
-61.9,-6.5,71.4575
-61.9,-6.4,70.02423611111111
-61.9,-6.3,55.58430555555555
-61.9,-6.2,40.122083333333336
-61.9,-6.1,49.95305555555556
-61.9,-6.0,55.10777777777778
-61.8,-7.0,66.39120370370371
-61.8,-6.9,64.74145833333333
-61.8,-6.8,73.40430555555555
-61.8,-6.7,74.77888888888889
-61.8,-6.6,67.09847222222223
-61.8,-6.5,69.22590277777778
-61.8,-6.4,61.36548611111111
-61.8,-6.3,55.500277777777775
-61.8,-6.2,50.84868055555555
-61.8,-6.1,41.71652777777778
-61.8,-6.0,41.629629629629626
-61.7,-7.0,71.30961718020542
-61.7,-6.9,69.33823529411765
-61.7,-6.8,60.76932773109244
-61.7,-6.7,64.07696078431373
-61.7,-6.6,69.78781512605042
-61.7,-6.5,59.29096638655462
-61.7,-6.4,66.92696078431372
-61.7,-6.3,68.75042016806722
-61.7,-6.2,69.34446778711485
-61.7,-6.1,63.16988795518207
-61.7,-6.0,43.36125116713352
-61.6,-7.0,70.46342592592593
-61.6,-6.9,70.68868055555555
-61.6,-6.8,70.14951388888889
-61.6,-6.7,68.80840277777777
-61.6,-6.6,69.63395833333334
-61.6,-6.5,71.3073611111111
-61.6,-6.4,68.93819444444445
-61.6,-6.3,70.23895833333333
-61.6,-6.2,70.25534722222223
-61.6,-6.1,64.18
-61.6,-6.0,50.93796296296296
-61.5,-7.0,75.87074074074074
-61.5,-6.9,70.35712962962963
-61.5,-6.8,70.92814814814815
-61.5,-6.7,69.59583333333333
-61.5,-6.6,69.52824074074074
-61.5,-6.5,68.78740740740741
-61.5,-6.4,67.75268518518519
-61.5,-6.3,70.97314814814816
-61.5,-6.2,66.505
-61.5,-6.1,69.1475
-61.5,-6.0,65.92654320987654
-64.5,-7.0,75.50256410256411
-64.5,-6.9,69.82060439560439
-64.5,-6.8,66.81758241758241
-64.5,-6.7,63.68214285714286
-64.5,-6.6,60.81996336996337
-64.5,-6.5,61.603754578754575
-64.5,-6.4,63.58168498168498
-64.5,-6.3,65.2959706959707
-64.5,-6.2,66.04587912087912
-64.5,-6.1,64.63250915750916
-64.5,-6.0,61.771306471306474
-64.4,-7.0,85.4733893557423
-64.4,-6.9,81.2079131652661
-64.4,-6.8,77.36813725490197
-64.4,-6.7,63.81652661064426
-64.4,-6.6,59.76750700280112
-64.4,-6.5,58.23060224089636
-64.4,-6.4,56.78851540616247
-64.4,-6.3,57.34936974789916
-64.4,-6.2,56.91309523809524
-64.4,-6.1,57.10497198879552
-64.4,-6.0,55.33071895424837
-64.3,-7.0,81.70296296296296
-64.3,-6.9,72.49201388888889
-64.3,-6.8,69.19236111111111
-64.3,-6.7,71.27833333333334
-64.3,-6.6,67.80618055555556
-64.3,-6.5,57.62340277777778
-64.3,-6.4,59.36298611111111
-64.3,-6.3,57.43416666666667
-64.3,-6.2,56.34715277777778
-64.3,-6.1,54.70013888888889
-64.3,-6.0,51.58861111111111
-64.2,-7.0,69.22148760330579
-64.2,-6.9,75.5090220385675
-64.2,-6.8,85.39903581267218
-64.2,-6.7,85.20075757575758
-64.2,-6.6,84.62134986225895
-64.2,-6.5,82.30778236914601
-64.2,-6.4,80.02775482093664
-64.2,-6.3,75.68567493112948
-64.2,-6.2,73.93326446280992
-64.2,-6.1,72.05612947658402
-64.2,-6.0,66.33774104683195
-64.1,-7.0,83.35182072829132
-64.1,-6.9,85.17682072829132
-64.1,-6.8,85.30441176470588
-64.1,-6.7,84.07990196078431
-64.1,-6.6,81.29523809523809
-64.1,-6.5,81.79572829131652
-64.1,-6.4,79.24747899159664
-64.1,-6.3,79.14509803921568
-64.1,-6.2,79.11435574229692
-64.1,-6.1,76.15210084033613
-64.1,-6.0,69.13650793650794
-64.0,-7.0,87.96694214876032
-64.0,-6.9,86.70137741046833
-64.0,-6.8,82.40695592286501
-64.0,-6.7,81.03133608815428
-64.0,-6.6,78.55089531680441
-64.0,-6.5,73.94511019283746
-64.0,-6.4,70.08471074380165
-64.0,-6.3,70.23891184573003
-64.0,-6.2,77.02141873278237
-64.0,-6.1,76.22004132231405
-64.0,-6.0,73.11487603305785
-63.9,-7.0,87.9237962962963
-63.9,-6.9,85.48326388888889
-63.9,-6.8,81.12118055555555
-63.9,-6.7,76.96708333333333
-63.9,-6.6,75.57208333333334
-63.9,-6.5,80.18597222222222
-63.9,-6.4,78.84493055555555
-63.9,-6.3,76.62006944444444
-63.9,-6.2,64.69625
-63.9,-6.1,64.6276388888889
-63.9,-6.0,61.50185185185185
-63.8,-7.0,85.47472222222223
-63.8,-6.9,84.49652777777777
-63.8,-6.8,83.69597222222222
-63.8,-6.7,82.9498611111111
-63.8,-6.6,80.77409722222222
-63.8,-6.5,78.83402777777778
-63.8,-6.4,79.80694444444444
-63.8,-6.3,77.25722222222223
-63.8,-6.2,72.68326388888889
-63.8,-6.1,69.28916666666667
-63.8,-6.0,74.2649074074074
-63.7,-7.0,76.85032679738562
-63.7,-6.9,80.12906162464986
-63.7,-6.8,81.54593837535015
-63.7,-6.7,82.70406162464985
-63.7,-6.6,80.46533613445378
-63.7,-6.5,79.53802521008403
-63.7,-6.4,77.04292717086835
-63.7,-6.3,76.0468487394958
-63.7,-6.2,76.96624649859945
-63.7,-6.1,75.65126050420169
-63.7,-6.0,72.05714285714286
-63.6,-7.0,84.0674074074074
-63.6,-6.9,77.89923611111111
-63.6,-6.8,73.3575
-63.6,-6.7,79.905625
-63.6,-6.6,73.54965277777778
-63.6,-6.5,69.898125
-63.6,-6.4,67.93013888888889
-63.6,-6.3,75.26625
-63.6,-6.2,72.68125
-63.6,-6.1,72.3525
-63.6,-6.0,73.36046296296297
-63.5,-7.0,84.31542699724518
-63.5,-6.9,82.7883608815427
-63.5,-6.8,78.65213498622589
-63.5,-6.7,75.34586776859504
-63.5,-6.6,78.43181818181819
-63.5,-6.5,77.70020661157025
-63.5,-6.4,76.084435261708
-63.5,-6.3,69.43684573002754
-63.5,-6.2,67.53223140495868
-63.5,-6.1,66.68409090909091
-63.5,-6.0,60.987878787878785
-63.4,-7.0,78.41518518518518
-63.4,-6.9,76.93520833333334
-63.4,-6.8,75.06520833333333
-63.4,-6.7,80.46701388888889
-63.4,-6.6,79.87430555555555
-63.4,-6.5,73.25104166666667
-63.4,-6.4,67.83145833333333
-63.4,-6.3,56.48631944444445
-63.4,-6.2,54.280347222222225
-63.4,-6.1,55.79673611111111
-63.4,-6.0,56.25555555555555
-63.3,-7.0,75.99794584500466
-63.3,-6.9,81.97408963585434
-63.3,-6.8,82.803081232493
-63.3,-6.7,72.10245098039216
-63.3,-6.6,78.17009803921569
-63.3,-6.5,74.7154761904762
-63.3,-6.4,65.17675070028011
-63.3,-6.3,66.03228291316526
-63.3,-6.2,72.73501400560224
-63.3,-6.1,71.90959383753501
-63.3,-6.0,63.62483660130719
-63.2,-7.0,67.55305555555556
-63.2,-6.9,73.06756944444444
-63.2,-6.8,65.52180555555556
-63.2,-6.7,69.13534722222222
-63.2,-6.6,62.386319444444446
-63.2,-6.5,61.64611111111111
-63.2,-6.4,62.24597222222222
-63.2,-6.3,69.30930555555555
-63.2,-6.2,74.74631944444444
-63.2,-6.1,73.10368055555556
-63.2,-6.0,70.41796296296296
-63.1,-7.0,61.49074074074074
-63.1,-6.9,63.75958333333333
-63.1,-6.8,63.97944444444445
-63.1,-6.7,77.29819444444445
-63.1,-6.6,78.90715277777778
-63.1,-6.5,77.06090277777778
-63.1,-6.4,74.62430555555555
-63.1,-6.3,75.73055555555555
-63.1,-6.2,74.15784722222222
-63.1,-6.1,71.67798611111111
-63.1,-6.0,68.48657407407407
-63.0,-7.0,66.78037037037036
-63.0,-6.9,66.75092592592593
-63.0,-6.8,60.817314814814814
-63.0,-6.7,65.57268518518518
-63.0,-6.6,78.19611111111111
-63.0,-6.5,76.85101851851852
-63.0,-6.4,77.165
-63.0,-6.3,75.68555555555555
-63.0,-6.2,73.05388888888889
-63.0,-6.1,72.94935185185186
-63.0,-6.0,73.02851851851852
-66.0,-7.0,114.4094017094017
-66.0,-6.9,114.29322344322344
-66.0,-6.8,104.30815018315019
-66.0,-6.7,99.02637362637363
-66.0,-6.6,103.59496336996337
-66.0,-6.5,76.41199633699634
-66.0,-6.4,104.18992673992673
-66.0,-6.3,97.4584249084249
-66.0,-6.2,94.7478021978022
-66.0,-6.1,104.38690476190476
-66.0,-6.0,110.83003663003663
-65.9,-7.0,107.67404295051354
-65.9,-6.9,111.85126050420168
-65.9,-6.8,111.18326330532213
-65.9,-6.7,99.9420868347339
-65.9,-6.6,99.23018207282914
-65.9,-6.5,80.51351540616247
-65.9,-6.4,95.93473389355742
-65.9,-6.3,91.71218487394958
-65.9,-6.2,102.6939075630252
-65.9,-6.1,106.78557422969187
-65.9,-6.0,107.59794584500467
-65.8,-7.0,102.39449035812672
-65.8,-6.9,106.24621212121212
-65.8,-6.8,109.56432506887052
-65.8,-6.7,108.72162534435262
-65.8,-6.6,92.90771349862258
-65.8,-6.5,85.78739669421488
-65.8,-6.4,78.36260330578513
-65.8,-6.3,92.83161157024793
-65.8,-6.2,103.03911845730028
-65.8,-6.1,106.46687327823692
-65.8,-6.0,105.88282828282829
-65.7,-7.0,107.77148148148149
-65.7,-6.9,100.62027777777777
-65.7,-6.8,107.38680555555555
-65.7,-6.7,103.29756944444445
-65.7,-6.6,106.60180555555556
-65.7,-6.5,96.80472222222222
-65.7,-6.4,69.6475
-65.7,-6.3,100.67277777777778
-65.7,-6.2,100.66770833333334
-65.7,-6.1,105.07881944444445
-65.7,-6.0,104.26222222222222
-65.6,-7.0,102.79635854341737
-65.6,-6.9,100.15854341736694
-65.6,-6.8,99.64712885154061
-65.6,-6.7,103.2889355742297
-65.6,-6.6,100.0751400560224
-65.6,-6.5,97.84873949579831
-65.6,-6.4,68.35987394957984
-65.6,-6.3,93.8937675070028
-65.6,-6.2,98.85147058823529
-65.6,-6.1,101.62892156862745
-65.6,-6.0,102.40494864612512
-65.5,-7.0,98.96988062442608
-65.5,-6.9,101.81046831955923
-65.5,-6.8,95.28078512396694
-65.5,-6.7,100.9301652892562
-65.5,-6.6,95.44194214876033
-65.5,-6.5,96.67679063360882
-65.5,-6.4,67.18746556473829
-65.5,-6.3,99.74772727272727
-65.5,-6.2,100.67190082644628
-65.5,-6.1,96.00241046831955
-65.5,-6.0,98.26868686868687
-65.4,-7.0,98.44761904761904
-65.4,-6.9,94.62156862745098
-65.4,-6.8,97.23529411764706
-65.4,-6.7,98.11638655462185
-65.4,-6.6,94.89887955182073
-65.4,-6.5,93.13256302521009
-65.4,-6.4,66.93487394957984
-65.4,-6.3,95.80840336134453
-65.4,-6.2,93.6906862745098
-65.4,-6.1,91.15721288515407
-65.4,-6.0,94.91269841269842
-65.3,-7.0,94.7238888888889
-65.3,-6.9,90.00194444444445
-65.3,-6.8,91.29284722222222
-65.3,-6.7,98.73097222222222
-65.3,-6.6,89.32284722222222
-65.3,-6.5,93.58965277777777
-65.3,-6.4,65.03763888888889
-65.3,-6.3,89.23659722222222
-65.3,-6.2,94.47951388888889
-65.3,-6.1,87.62756944444445
-65.3,-6.0,95.24972222222222
-65.2,-7.0,96.40863177226814
-65.2,-6.9,87.49641873278237
-65.2,-6.8,87.82472451790633
-65.2,-6.7,97.2883608815427
-65.2,-6.6,86.8021349862259
-65.2,-6.5,96.85881542699724
-65.2,-6.4,72.47348484848484
-65.2,-6.3,82.31522038567493
-65.2,-6.2,93.29834710743802
-65.2,-6.1,83.37031680440771
-65.2,-6.0,90.62249770431589
-65.1,-7.0,84.54817927170869
-65.1,-6.9,80.18725490196078
-65.1,-6.8,72.63410364145658
-65.1,-6.7,80.13417366946778
-65.1,-6.6,80.72535014005602
-65.1,-6.5,88.35364145658264
-65.1,-6.4,71.30084033613446
-65.1,-6.3,83.91939775910365
-65.1,-6.2,91.68137254901961
-65.1,-6.1,80.31302521008404
-65.1,-6.0,87.01746031746032
-65.0,-7.0,79.20229568411386
-65.0,-6.9,80.15027548209366
-65.0,-6.8,80.73856749311295
-65.0,-6.7,76.39442148760331
-65.0,-6.6,68.74993112947658
-65.0,-6.5,65.93973829201101
-65.0,-6.4,61.76322314049587
-65.0,-6.3,70.00413223140495
-65.0,-6.2,89.21391184573002
-65.0,-6.1,85.5780303030303
-65.0,-6.0,79.76501377410469
-64.9,-7.0,78.69766573295985
-64.9,-6.9,79.48795518207282
-64.9,-6.8,78.74929971988796
-64.9,-6.7,79.29628851540616
-64.9,-6.6,77.85077030812324
-64.9,-6.5,77.31743697478991
-64.9,-6.4,71.49047619047619
-64.9,-6.3,55.04460784313726
-64.9,-6.2,61.69040616246499
-64.9,-6.1,75.49761904761905
-64.9,-6.0,75.59561157796452
-64.8,-7.0,73.16914600550965
-64.8,-6.9,74.05826446280992
-64.8,-6.8,72.4641873278237
-64.8,-6.7,74.54359504132232
-64.8,-6.6,74.97982093663911
-64.8,-6.5,75.43477961432507
-64.8,-6.4,73.51046831955922
-64.8,-6.3,73.2810606060606
-64.8,-6.2,64.76900826446281
-64.8,-6.1,57.072865013774106
-64.8,-6.0,50.302662993572085
-64.7,-7.0,65.77944444444445
-64.7,-6.9,67.19534722222222
-64.7,-6.8,68.79104166666667
-64.7,-6.7,69.75479166666666
-64.7,-6.6,75.76152777777777
-64.7,-6.5,73.53326388888888
-64.7,-6.4,73.35625
-64.7,-6.3,70.22291666666666
-64.7,-6.2,69.36659722222223
-64.7,-6.1,72.21319444444444
-64.7,-6.0,71.7325
-64.6,-7.0,66.53211951447246
-64.6,-6.9,65.51757703081232
-64.6,-6.8,63.95490196078431
-64.6,-6.7,63.14411764705882
-64.6,-6.6,69.77051820728292
-64.6,-6.5,72.03067226890757
-64.6,-6.4,70.45399159663866
-64.6,-6.3,71.40420168067227
-64.6,-6.2,69.42794117647058
